drug,sentence,title,doi,in-vitro evidence
liquiritin,"[' we found liquiritin significantly inhibit replication of sars - cov - 2 in vero e6 cells with ec50 = 2.', ' mechanistically ,  we found liquiritin exerts anti - viral function by mimicking type i interferon.', ' upregulated genes induced by liquiritin are enriched in go categories including type i interferon signaling pathway ,  negative regulation of viral genome replication and etc.', ' liquiritin is abundant in licorice tablet ( ~0.', ' together ,  we recommend liquiritin as a competitive candidate for treating covid - 19.', ' we also expect liquiritin to have a broad and potent antiviral function to other viral pathogens ,  like hbv ,  hiv and etc.']",An artificial intelligence system reveals liquiritin inhibits SARS-CoV-2 by mimicking type I interferon,10.1101/2020.05.02.074021,[[' we found liquiritin significantly inhibit replication of sars - cov - 2 in vero e6 cells with ec50 = 2.39 μm.']]
verteporfin,"[' here ,  we discovered that protoporphyrin ix ( ppix )  and verteporfin ,  two fda - approved drugs ,  completely inhibited the cytopathic effect produced by sars - cov - 2 infection at 1.', ' the selectivity indices of ppix and verteporfin were 952.', ' importantly ,  ppix and verteporfin prevented sars - cov - 2 infection in mice adenovirally transduced with human ace2.', ' our study suggests that ppix and verteporfin are potent antiviral agents against sars - cov - 2 infection and sheds new light on developing novel chemoprophylaxis and chemotherapy against sars - cov - 2.']",Protoporphyrin IX and verteporfin prevent SARS-CoV-2 infection in vitro and in a mouse model expressing human ACE2,10.1101/2020.04.30.071290,"[['31 μm respectively ,  and their ec50 values of reduction of viral rna were at nanomolar concentrations.']]"
protoporphyrin,"[' here ,  we discovered that protoporphyrin ix ( ppix )  and verteporfin ,  two fda - approved drugs ,  completely inhibited the cytopathic effect produced by sars - cov - 2 infection at 1.']",Protoporphyrin IX and verteporfin prevent SARS-CoV-2 infection in vitro and in a mouse model expressing human ACE2,10.1101/2020.04.30.071290,"[['31 μm respectively ,  and their ec50 values of reduction of viral rna were at nanomolar concentrations.']]"
andrographolide,"[' <p>andrographolide ( <strong>1< strong> )  a bitter ,  diterpenes lactone is the most biologically active constituent from <em>andrographis paniculata< em>.', ' andrographolide showed <em>in vitro < em>inhibition of the growth of ebola virus ( zaire )  with ec50 \xa0activity of 10 um which is twenty - five - fold the activity of the control favipiravir ( ec50 = 250um )  in the crystal violet ( plaque reduction  neutral red ( toxicity )  assay.', ' andrographolide had an ec50 of 1.']","Antiviral activity of Andrographolide against Ebola virus, Dengue fever and SARS coronavirus",10.21203/rs.3.rs-24311/v1,"[[' andrographolide showed <em>in vitro < em>inhibition of the growth of ebola virus ( zaire )  with ec50 \xa0activity of 10 um which is twenty - five - fold the activity of the control favipiravir ( ec50 = 250um )  in the crystal violet ( plaque reduction  neutral red ( toxicity )  assay.', ' it also showed significant activity against dengue fever virus with ec50 value of 0.56 ug ml in the visual ( cytopathic effect  toxicity )  assay and ec50 of 0.58 ug ml\xa0in the neutral red ( cytopathic effect  toxicity )  assay ( comparable to the values obtained \xa0with 6 - azauridine as the positive control ec50 = 0.32 ug ml and 0.38 ug ml in the respective bioassays; and against sars coronavirus.', ' andrographolide had an ec50 of 1.2 ug ml in the visual ( cytopathic effect toxicity )  assay and 1.1 ug ml in the neutral red ( cytopathic effect toxicity )  assay.']]"
favipiravir,[' andrographolide showed <em>in vitro < em>inhibition of the growth of ebola virus ( zaire )  with ec50 \xa0activity of 10 um which is twenty - five - fold the activity of the control favipiravir ( ec50 = 250um )  in the crystal violet ( plaque reduction  neutral red ( toxicity )  assay.'],"Antiviral activity of Andrographolide against Ebola virus, Dengue fever and SARS coronavirus",10.21203/rs.3.rs-24311/v1,"[[' andrographolide showed <em>in vitro < em>inhibition of the growth of ebola virus ( zaire )  with ec50 \xa0activity of 10 um which is twenty - five - fold the activity of the control favipiravir ( ec50 = 250um )  in the crystal violet ( plaque reduction  neutral red ( toxicity )  assay.', ' it also showed significant activity against dengue fever virus with ec50 value of 0.56 ug ml in the visual ( cytopathic effect  toxicity )  assay and ec50 of 0.58 ug ml\xa0in the neutral red ( cytopathic effect  toxicity )  assay ( comparable to the values obtained \xa0with 6 - azauridine as the positive control ec50 = 0.32 ug ml and 0.38 ug ml in the respective bioassays; and against sars coronavirus.', ' andrographolide had an ec50 of 1.2 ug ml in the visual ( cytopathic effect toxicity )  assay and 1.1 ug ml in the neutral red ( cytopathic effect toxicity )  assay.']]"
chloroquine,"[' these include chloroquine derivatives and remdesivir ,  along with plitidepsin ,  cathepsin inhibitors ,  nelfinavir mesylate hydrate ,  interferon 2 - alpha ,  interferon - gamma ,  fenofibrate and camostat.']",Pre-clinical search of SARS-CoV-2 inhibitors and their combinations in approved drugs to tackle COVID-19 pandemic,10.1101/2020.04.23.055756,"[[' moreover ,  only eight families had an ic50 below 25 um or 10 2 iu ml.']]"
plitidepsin,"[' these include chloroquine derivatives and remdesivir ,  along with plitidepsin ,  cathepsin inhibitors ,  nelfinavir mesylate hydrate ,  interferon 2 - alpha ,  interferon - gamma ,  fenofibrate and camostat.', ' plitidepsin was the only clinically approved drug displaying nanomolar efficacy.']",Pre-clinical search of SARS-CoV-2 inhibitors and their combinations in approved drugs to tackle COVID-19 pandemic,10.1101/2020.04.23.055756,"[[' moreover ,  only eight families had an ic50 below 25 um or 10 2 iu ml.']]"
remdesivir,"[' these include chloroquine derivatives and remdesivir ,  along with plitidepsin ,  cathepsin inhibitors ,  nelfinavir mesylate hydrate ,  interferon 2 - alpha ,  interferon - gamma ,  fenofibrate and camostat.']",Pre-clinical search of SARS-CoV-2 inhibitors and their combinations in approved drugs to tackle COVID-19 pandemic,10.1101/2020.04.23.055756,"[[' moreover ,  only eight families had an ic50 below 25 um or 10 2 iu ml.']]"
fenofibrate,"[' these include chloroquine derivatives and remdesivir ,  along with plitidepsin ,  cathepsin inhibitors ,  nelfinavir mesylate hydrate ,  interferon 2 - alpha ,  interferon - gamma ,  fenofibrate and camostat.']",Pre-clinical search of SARS-CoV-2 inhibitors and their combinations in approved drugs to tackle COVID-19 pandemic,10.1101/2020.04.23.055756,"[[' moreover ,  only eight families had an ic50 below 25 um or 10 2 iu ml.']]"
nelfinavir,"[' these include chloroquine derivatives and remdesivir ,  along with plitidepsin ,  cathepsin inhibitors ,  nelfinavir mesylate hydrate ,  interferon 2 - alpha ,  interferon - gamma ,  fenofibrate and camostat.']",Pre-clinical search of SARS-CoV-2 inhibitors and their combinations in approved drugs to tackle COVID-19 pandemic,10.1101/2020.04.23.055756,"[[' moreover ,  only eight families had an ic50 below 25 um or 10 2 iu ml.']]"
chloroquine,"[' the antimalarial drugs chloroquine phosphate ( cq )  and hydroxychloroquine ( hcq )  impair in vitro the terminal glycosylation of ace2 without significant change of cell - surface ace2 and ,  therefore ,  might be potent inhibitors of sars - cov - 2 infections.']",Hydroxychloroquine as an aerosol might markedly reduce and even prevent severe clinical symptoms after SARS-CoV-2 infection,10.1016/j.mehy.2020.109783,"[[' in addition ,  hcq ,  which is three times more potent than cq in sars - cov - 2 infected cells ( ec50 0.72\xa0um )  ,  was significantly associated with viral load reduction disappearance in covid - 19 patients compared to controls.']]"
hydroxychloroquine,"[' the antimalarial drugs chloroquine phosphate ( cq )  and hydroxychloroquine ( hcq )  impair in vitro the terminal glycosylation of ace2 without significant change of cell - surface ace2 and ,  therefore ,  might be potent inhibitors of sars - cov - 2 infections.']",Hydroxychloroquine as an aerosol might markedly reduce and even prevent severe clinical symptoms after SARS-CoV-2 infection,10.1016/j.mehy.2020.109783,"[[' in addition ,  hcq ,  which is three times more potent than cq in sars - cov - 2 infected cells ( ec50 0.72\xa0um )  ,  was significantly associated with viral load reduction disappearance in covid - 19 patients compared to controls.']]"
phosphate,"[' the antimalarial drugs chloroquine phosphate ( cq )  and hydroxychloroquine ( hcq )  impair in vitro the terminal glycosylation of ace2 without significant change of cell - surface ace2 and ,  therefore ,  might be potent inhibitors of sars - cov - 2 infections.']",Hydroxychloroquine as an aerosol might markedly reduce and even prevent severe clinical symptoms after SARS-CoV-2 infection,10.1016/j.mehy.2020.109783,"[[' in addition ,  hcq ,  which is three times more potent than cq in sars - cov - 2 infected cells ( ec50 0.72\xa0um )  ,  was significantly associated with viral load reduction disappearance in covid - 19 patients compared to controls.']]"
ivermectin,"[' introduction: caly ,  druce ( 1 )  reported that ivermectin inhibited sars - cov - 2 in vitro for up to 48 h using ivermectin at 5 um.', ' the concentration resulting in 50% inhibition ( ic50 ,  2 um )  was >35x higher than the maximum plasma concentration ( cmax )  after oral administration of the approved dose of ivermectin when given fasted.', ' method: simulations were conducted using an available population pharmacokinetic model to predict total ( bound and unbound )  and unbound plasma concentration - time profiles after a single and repeat fasted administration of the approved dose of ivermectin ( 200 ug kg )  ,  60 mg ,  and 120 mg.', ' results: plasma ivermectin concentrations of total ( bound and unbound )  and unbound concentrations do not reach the ic50 ,  even for a dose level 10x higher than the approved dose.', ' even with higher exposure in lungs than plasma ,  ivermectin is unlikely to reach the ic50 in lungs after single oral administration of the approved dose ( predicted lung: 0.', ' conclusions: the likelihood of a successful clinical trial using the approved dose of ivermectin is low.']",The Approved Dose of Ivermectin Alone is not the Ideal Dose for the Treatment of COVID-19,10.1101/2020.04.21.20073262,"[[' the concentration resulting in 50% inhibition ( ic50 ,  2 um )  was >35x higher than the maximum plasma concentration ( cmax )  after oral administration of the approved dose of ivermectin when given fasted.', ' results: plasma ivermectin concentrations of total ( bound and unbound )  and unbound concentrations do not reach the ic50 ,  even for a dose level 10x higher than the approved dose.', ' even with higher exposure in lungs than plasma ,  ivermectin is unlikely to reach the ic50 in lungs after single oral administration of the approved dose ( predicted lung: 0.0857 um )  or at doses 10x higher that the approved dose administered orally ( predicted lung: 0.817 um ) .']]"
chloroquine,[' abstract  chloroquine ( cq )  and hydroxychloroquine ( hcq )  have been used in treating covid - 19 patients recently.'],Cytotoxicity evaluation of chloroquine and hydroxychloroquine in multiple cell lines and tissues by dynamic imaging system and PBPK model,10.1101/2020.04.22.056762,"[[' cc50 and the ratio of tissue trough concentrations to cc50 ( r ttcc  )  were brought into predicted toxicity profiles.', ' the cc50 at 24 h ,  48 h ,  72 h of cq and hcq decreased in the time - dependent manner ,  which indicates the accumulative cytotoxic effect.', ' hcq was found to be less toxic in 7 cell types except cardiomyocytes h9c2 cells ( cc50 - 48 h=29.55 μm; cc50 - 72 h=15.26 μm ) .']]"
hydroxychloroquine,[' abstract  chloroquine ( cq )  and hydroxychloroquine ( hcq )  have been used in treating covid - 19 patients recently.'],Cytotoxicity evaluation of chloroquine and hydroxychloroquine in multiple cell lines and tissues by dynamic imaging system and PBPK model,10.1101/2020.04.22.056762,"[[' cc50 and the ratio of tissue trough concentrations to cc50 ( r ttcc  )  were brought into predicted toxicity profiles.', ' the cc50 at 24 h ,  48 h ,  72 h of cq and hcq decreased in the time - dependent manner ,  which indicates the accumulative cytotoxic effect.', ' hcq was found to be less toxic in 7 cell types except cardiomyocytes h9c2 cells ( cc50 - 48 h=29.55 μm; cc50 - 72 h=15.26 μm ) .']]"
